TIMESTAMP,POWER
20131129 18:00,0.8263721649
20131129 19:00,0.9387333309
20131129 20:00,0.9623485856
20131129 21:00,0.934195392
20131129 22:00,0.9302235721
20131129 23:00,0.9487886848
20131130 0:00,0.9222170303
20131130 1:00,0.8913051292
20131130 2:00,0.8946569138
20131130 3:00,0.7592735703
20131130 4:00,0.4359925955
20131130 5:00,0.4001923008
20131130 6:00,0.3661083354
20131130 7:00,0.4509633011
20131130 8:00,0.5800923763
20131130 9:00,0.6914471083
20131130 10:00,0.5750961504
20131130 11:00,0.5097498293
20131130 12:00,0.6541820927
20131130 13:00,0.8853743575
20131130 14:00,0.9720444988
20131130 15:00,0.9668685525
20131130 16:00,0.9677671543
20131130 17:00,0.9487527407
20131130 18:00,0.9691689731
20131130 19:00,0.9386344847
20131130 20:00,0.9633280615
20131130 21:00,0.9488336149
20131130 22:00,0.9259911578
20131130 23:00,0.7738399051
20131201 0:00,0.1527353438
